所在吧	回复对象	回复内容	回复时间	贴子链接
最爱春雷	官科的积分速率定律，请雷老师评价	回复 @ :官科的实验证明了干木材和湿木材燃烧时间无关吗？湿木材变成干木材和温度没有关系吗？	2022年08月04日 09时13分38秒	https://tieba.baidu.com/p/7957628158?fid=27779526&pid=144977530594&cid=0#144977519659
最爱春雷	官科的积分速率定律，请雷老师评价	雷氏理论认为：物质消耗一半的时间和物质种类有关，和环境温度，湿度，压力有关。	2022年08月03日 16时06分53秒	https://tieba.baidu.com/p/7957628158?fid=27779526&pid=144977530594&cid=0#144970145070
最爱春雷	雷老师，雷老师	回复 @ :谢谢理解肯定支持！	2022年08月03日 16时14分58秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144970223060&cid=0#144970223060
最爱春雷	雷老师，雷老师	回复 @ :谢谢理解肯定！	2022年08月03日 16时14分11秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144970223060&cid=0#144970215587
最爱春雷	雷老师，雷老师	回复 @ :谢谢支持！	2022年08月03日 16时13分48秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144970223060&cid=0#144970211795
最爱春雷	雷老师，雷老师	谢谢理解！	2022年08月03日 16时13分19秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144970223060&cid=0#144970207282
最爱春雷	雷老师，雷老师	谢谢理解！	2022年08月03日 16时12分55秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144970223060&cid=0#144970203455
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回复 @ :这就是垃圾表现！	2022年08月03日 15时37分46秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144969862914&cid=0#144969862914
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定支持！	2022年08月03日 15时36分48秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144969862914&cid=0#144969853641
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	向理解支持的朋友们表示感谢！ 相信世界上有智商，有认知能力的专家权威大有人在！他们是能够理解明白的。 无知无德无赖的人渣攻击，丝毫不影响真理的光辉！	2022年08月03日 11时34分26秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144969862914&cid=0#144967583294
最爱春雷	雷绍武副教授讲解参考系	字幕显示有错误。	2022年08月03日 11时58分02秒	https://tieba.baidu.com/p/7957393880?fid=27779526&pid=144967800081&cid=0#144967800081
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	去看《宇宙揭秘》引力部分。	2022年08月03日 11时53分59秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967763042
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	回复 @ :无法测量！	2022年08月03日 11时53分03秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967754646
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	太阳自己的引力是用太阳质量×g计算。明白？	2022年08月03日 11时44分12秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967673373
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	回复 @ :说过很多次了：物体m受到的太阳的引力=物体m静止时的重力=mg。g是重力系数。和太阳质量没有关系。慢慢理解！	2022年08月03日 11时43分15秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967664781
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	你问的是：太阳的引力与自身的质量没有关系吗？太阳的引力有几个数值？太阳的质量×g是太阳自己静止的引力大小和范围。地球公转的运动力L=kmv=受到的太阳引力。不需要去考虑计算太阳的mg。明白？	2022年08月03日 10时43分46秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967109851
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	回复 @ :地球公转的运动力L=kmv=受到的太阳引力。m是地球质量，没有太阳质量，看不明白？	2022年08月03日 10时34分54秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144967763042&cid=0#144967028843
最爱春雷	雷老师，请问怎么用雷氏数学解答面积问题	长方形的面积等于长✖️宽。 其中：长和宽任意一个=0，都不是面积。楼主不知道？	2022年08月03日 11时48分27秒	https://tieba.baidu.com/p/7956118241?fid=27779526&pid=144967712469&cid=0#144967712469
最爱春雷	请教雷老师	回复 @ :管科说等于几？	2022年08月03日 09时57分30秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966695018&cid=0#144966695018
最爱春雷	请教雷老师	回复 @ :0有什么数？	2022年08月03日 09时56分34秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966695018&cid=0#144966687003
最爱春雷	请教雷老师	说得对！谢谢理解！	2022年08月03日 09时54分35秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966695018&cid=0#144966669557
最爱春雷	第26天了，雷绍武没有能力看明白5×0=5×（1-1）=5×1-5×1=5-5=0	回复过多少次了！ 如果5是5万元。你的5万元哪里去了？ 楼主只会无知无德无赖无耻的纠缠不休吗？！	2022年08月03日 09时52分59秒	https://tieba.baidu.com/p/7957249302?fid=27779526&pid=144966655603&cid=0#144966655603
最爱春雷	雷绍武没有解决地球绕太阳公转的问题，以及一些其他引力问题	楼主问题太差！ 太阳的引力=mg。g是可变的，距离不同，值不同。 太阳的引力与自身的质量有关系。 太阳的引力有无数的不同的数值。距离不同，值不同。 行驶中的汽车的引力=汽车重力=地面的支持力。 行走的人的引力=人的重力=地面的支持力。 任何公转天体的运动力L=kmv=中心拉力（引力）并且垂直。	2022年08月03日 09时47分52秒	https://tieba.baidu.com/p/7957226853?fid=27779526&pid=144966610998&cid=0#144966610998
最爱春雷	雷老师，请问怎么用雷氏数学解答面积问题	说得对！谢谢！	2022年08月03日 09时00分35秒	https://tieba.baidu.com/p/7956118241?fid=27779526&pid=144966219754&cid=0#144966219754
最爱春雷	雷老师，请问怎么用雷氏数学解答面积问题	回复 @ :层主说得对！	2022年08月03日 09时00分10秒	https://tieba.baidu.com/p/7956118241?fid=27779526&pid=144966219754&cid=0#144966216554
最爱春雷	请教雷老师	难道管科的0÷0=1？	2022年08月03日 08时56分33秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966189893&cid=0#144966189893
最爱春雷	请教雷老师	正确！	2022年08月03日 08时55分27秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966189893&cid=0#144966181737
最爱春雷	请教雷老师	正确！	2022年08月03日 08时55分03秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966189893&cid=0#144966178705
最爱春雷	请教雷老师	正确！	2022年08月03日 08时54分47秒	https://tieba.baidu.com/p/7956534382?fid=27779526&pid=144966189893&cid=0#144966176670
最爱春雷	什么叫放射性物质？	你明白了？	2022年08月03日 08时51分47秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144966154674
最爱春雷	什么叫放射性物质？	谢谢理解肯定支持1	2022年08月03日 08时50分24秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144966144672
最爱春雷	什么叫放射性物质？	谢谢理解肯定！	2022年08月03日 08时50分06秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144966142507
最爱春雷	什么叫放射性物质？	谢谢支持！	2022年08月03日 08时47分59秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144966127089
最爱春雷	什么叫放射性物质？	层主等人无知无德无赖无耻！	2022年08月02日 15时28分51秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144958823455
最爱春雷	什么叫放射性物质？	人渣毕竟是人渣！ 再多人渣不可怕！ 真理光辉如日月， 岂怕几个人渣渣？	2022年08月02日 15时25分21秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144958788819
最爱春雷	什么叫放射性物质？	谢谢！	2022年08月02日 15时21分49秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144958753774
最爱春雷	什么叫放射性物质？	谢谢理解肯定！	2022年08月02日 15时21分01秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144958745688
最爱春雷	什么叫放射性物质？	原子的原子核衰变后，原子又变成了什么？	2022年08月02日 12时16分41秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144956977155
最爱春雷	什么叫放射性物质？	硫酸铀酰钾的感光实验是放射性实验？	2022年08月02日 12时13分47秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144956950193
最爱春雷	什么叫放射性物质？	谢谢理解肯定支持！	2022年08月02日 12时10分42秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144956922065
最爱春雷	什么叫放射性物质？	什么实验？怎样实验的？	2022年08月02日 12时10分20秒	https://tieba.baidu.com/p/7955954195?fid=27779526&pid=144966154674&cid=0#144956918778
最爱春雷	听闻雷老师提出了用氢原子制备氮气的公式	还有文字说明的。选字时错误难免，欢迎指出来。纠正后继续纠缠，就是无理取闹！	2022年08月03日 08时39分22秒	https://tieba.baidu.com/p/7956561495?fid=27779526&pid=144966064878&cid=0#144966064878
最爱春雷	听闻雷老师提出了用氢原子制备氮气的公式	是我的错误：应该是H+H=H2	2022年08月03日 08时10分31秒	https://tieba.baidu.com/p/7956561495?fid=27779526&pid=144966064878&cid=0#144965875713
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	人渣毕竟是人渣！ 再多人渣不可怕！ 真理光辉如日月， 岂怕几个人渣渣？	2022年08月02日 15时26分11秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144958797071&cid=0#144958797071
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢支持！	2022年08月02日 15时18分17秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144958797071&cid=0#144958718029
最爱春雷	雷绍武进盒方式大讨论	回复 @ :太无知无赖了！不可能有智商明白！	2022年08月02日 15时09分56秒	https://tieba.baidu.com/p/7952815640?fid=27779526&pid=144958635950&cid=0#144958635950
最爱春雷	有关地球绕太阳公转的问题	回复 @ :人渣垃圾表现！运动力方向与中心拉力（引力方向）垂直，地球会撞向太阳吗？为什么这么无知，无德，无赖？	2022年08月02日 15时07分49秒	https://tieba.baidu.com/p/7955935668?fid=27779526&pid=144958615221&cid=0#144958615221
最爱春雷	有关地球绕太阳公转的问题	说过很多次了： 地球绕着太阳公转 地球的运动力=太阳的引力，并且垂直。 地球的运动力是用k×地球质量×地球平均公转速度计算。 太阳的引力=地球的运动力。用太阳质量×g计算是错误的。用万有引力公式计算也是错误的。	2022年08月02日 12时23分01秒	https://tieba.baidu.com/p/7955935668?fid=27779526&pid=144958615221&cid=0#144957035287
最爱春雷	马库斯教授表示感谢绍武在贴吧的人渣表现（原创）	看看这些人渣的表现！	2022年08月02日 15时00分43秒	https://tieba.baidu.com/p/7956078737?fid=27779526&pid=144958545012&cid=0#144958545012
最爱春雷	任何一个数乘以或除以0和乘以或除以1有什么区别？	2的0次方是2。0的2次方是0。不明白？	2022年08月02日 14时58分13秒	https://tieba.baidu.com/p/7951208998?fid=27779526&pid=144958520277&cid=0#144958520277
最爱春雷	雷老师，雷老师	回复 @ :谢谢！明白需要智商！没有智商的人，再多的解释对他都没有用！	2022年08月02日 10时47分12秒	https://tieba.baidu.com/p/7954523509?fid=27779526&pid=144956112626&cid=0#144956112626
最爱春雷	雷绍武先生对参考系做出精彩讲述	有人剪辑过。有的地方不清楚了。	2022年08月02日 10时42分50秒	https://tieba.baidu.com/p/7955255179?fid=27779526&pid=144956070495&cid=0#144956070495
最爱春雷	雷氏理论的自洽性证明	回复 @ :解答过了。	2022年08月02日 10时23分57秒	https://tieba.baidu.com/p/7952642921?fid=27779526&pid=144955887528&cid=0#144955887528
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	科奴都是井底之蛙！他们看见的只有书本！不管对错！	2022年08月02日 10时22分24秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955872803
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	科奴都是井底之蛙！他们看见的只有书本！不管对错！	2022年08月02日 10时21分50秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955867359
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	会这么差吗？两个相同的数相除等于1，不知道？	2022年08月02日 10时19分14秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955842693
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解！	2022年08月02日 10时17分46秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955828454
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	没有哪一个是真正明白了的！	2022年08月02日 10时16分02秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955811881
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	我的理论是留给全世界有智商的专家权威思考的！ 不是让无知无德无耻无赖的人渣垃圾反对攻击的！	2022年08月02日 09时32分33秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144955418436
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回复 @ :管科说“原子凭什么组合成分子？为什么？	2022年08月02日 08时09分19秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144954809515
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主垃圾表现！	2022年08月02日 08时08分05秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144954801640
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主人渣垃圾表现！	2022年08月02日 08时07分15秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144954796501
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	本人理论在向全世界的专家学者传播！明白需要智商！	2022年08月02日 08时06分39秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144955872803&cid=0#144954792810
最爱春雷	雷老师，雷老师	回复 @ :沙洛特仓鼠-002: 回复 丸头蛇 :我觉得雷绍武的爬行动物脑子不能理解“是有礼有节地提问吗？他能明白电什么叫“磁粒子是不可分割的”吗？能明白什么什么是“NS极会解体”吗？你明白了没有？	2022年08月02日 10时08分00秒	https://tieba.baidu.com/p/7954523509?fid=27779526&pid=144955736576&cid=0#144955736576
中科院	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主无知，无理取闹！	2022年08月02日 09时57分43秒	https://tieba.baidu.com/p/7954109493?fid=4575&pid=144955641955&cid=0#144955641955
sci期刊	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	每个人的智商不一样，认识理解能力不一样，不勉强都能理解！	2022年08月02日 09时51分00秒	https://tieba.baidu.com/p/7954110286?fid=12286492&pid=144955580213&cid=0#144955580213
sci期刊	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主垃圾表现！	2022年08月02日 09时49分29秒	https://tieba.baidu.com/p/7954110286?fid=12286492&pid=144955580213&cid=0#144955566451
最爱春雷	在研究雷氏数学中的疑惑	说得对！谢谢理解！	2022年08月02日 09时45分41秒	https://tieba.baidu.com/p/7952915526?fid=27779526&pid=144955532843&cid=0#144955532843
最爱春雷	在研究雷氏数学中的疑惑	回复 @ :不等于0的两个数是多少？	2022年08月02日 09时44分12秒	https://tieba.baidu.com/p/7952915526?fid=27779526&pid=144955532843&cid=0#144955519574
最爱春雷	在研究雷氏数学中的疑惑	回复 @ :人渣垃圾表现！	2022年08月02日 09时43分36秒	https://tieba.baidu.com/p/7952915526?fid=27779526&pid=144955532843&cid=0#144955514235
最爱春雷	在研究雷氏数学中的疑惑	1，任何数✖️0=任何数，这是任何数的客观存在。 2，0✖️任何数=0。0表示不存在，再多的0都是不存在。 3，在现实中，不等于0的两个数a,b:a✖️0✖️b不存在。能举现实生活中的例子说说吗？ 管科的计算=0 4，雷邵武什么时候说过乘法分配律面对0必须区别对待？ 5，a✖️b✖️0=ab与a✖️0✖️b=ab是相等的。 6，一个数是一个数，两个数是两个数。把任何一个数分解成若干个数数都是无知的，弄巧成拙，画蛇添足的。	2022年08月02日 08时16分51秒	https://tieba.baidu.com/p/7952915526?fid=27779526&pid=144955532843&cid=0#144954856977
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	我的理论是留给全世界有智商的专家权威思考的！ 不是让无知无德无耻无赖的人渣垃圾反对攻击的！	2022年08月02日 09时31分27秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955408977
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	一个氢电磁粒子+一个氢电磁粒子=一个氢分子。H+H=N2，不是公式？电解水2H2O=2H2+O2，不是公式？	2022年08月02日 09时24分07秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955347240
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	明白需要智商！	2022年08月02日 09时18分57秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955304269
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	垃圾表现！	2022年08月02日 09时18分33秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955300924
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回复 @ :都是不懂装懂，人云亦云的。我都不想一一反驳。	2022年08月02日 09时17分55秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955295882
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	垃圾表现！	2022年08月02日 09时14分27秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144955408977&cid=0#144955267496
反民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	我的理论是留给有智商的专家权威思考的！ 不是让无知无德无耻无赖的人渣垃圾反对攻击的！	2022年08月02日 09时30分16秒	https://tieba.baidu.com/p/7954110686?fid=3869297&pid=144955399105&cid=0#144955399105
反民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主人渣垃圾表现！	2022年08月02日 09时28分02秒	https://tieba.baidu.com/p/7954110686?fid=3869297&pid=144955399105&cid=0#144955380131
反民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	层主人渣垃圾表现！	2022年08月02日 09时27分34秒	https://tieba.baidu.com/p/7954110686?fid=3869297&pid=144955399105&cid=0#144955376159
最爱春雷	雷绍武进盒方式大讨论	丧德阿！楼主也是川大物理博士后？ 怎么表现出来的都是人渣垃圾德行呢？	2022年08月02日 09时07分38秒	https://tieba.baidu.com/p/7952815640?fid=27779526&pid=144955213154&cid=0#144955213154
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	电势能怎样来的？电子轨道是怎样产生的？你学不会了？说出来听听！	2022年08月02日 08时03分56秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144954776476
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	没必要和层主这样的人渣垃圾争论！	2022年08月02日 08时00分46秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144954757582
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢！	2022年08月02日 07时59分38秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144954751034
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定支持！	2022年08月02日 07时59分02秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144954747458
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	你看见原子了？看见电子了？看见质子中子了？没有实物照片，你就是不懂装懂，人云亦云的无耻无知的垃圾！	2022年08月02日 07时58分19秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144954743333
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回复 @ :你说“电磁粒子不存在，一切物质都不能证明电磁粒子的存在”没关系！明白需要智商！不勉强！	2022年08月01日 14时52分33秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144946815104
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	说过很多次了：不是化学键，是电磁粒子SN就的等价组合！	2022年08月01日 14时50分06秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144946790230
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回复 @ :化学实验就是证明！一切物质都是证明！	2022年08月01日 13时54分20秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144946228157
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	凭电磁粒子的本质属性决定！	2022年08月01日 13时14分27秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144945825850
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定支持！	2022年08月01日 13时13分32秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144945816405
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定支持！	2022年08月01日 13时11分45秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144945797756
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	回25楼： 问下雷老师你的电磁粒子是否具有波粒二象性？能否产生光电效应？是否符合测不准原理？普朗克常数是多少？然后你的理论怎么解释电场和磁场？电磁波是怎么产生的？如果上述这些管科理论都是错的，那么它们错在哪里？请详细解答 已经解答过很多次了！没有看明白？ 1，电磁粒子只有粒子性。不具有“”！说“波”是错误的。 2，不产生光电效应。电磁粒子可以转化成光子，光子可以转化成电磁粒子。 3，电磁粒子没有统一的标准。符合测不准原理。没有普朗克常数。 4，我的理论没有电场。只有磁场。 5，我的理论没有电磁波。只有发射的电磁粒子。 6，管科理论的“波粒二象性”、“电磁波”、“电场”、“电子理论”、“自由电子理论”电压理论、“电流理论都”等都是错的是是不存在，或者认识错误。	2022年08月01日 13时10分14秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144945782068
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定支持！	2022年08月01日 12时48分09秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144945554788
最爱春雷	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	无知无赖表现！	2022年08月01日 11时00分29秒	https://tieba.baidu.com/p/7954056562?fid=27779526&pid=144954776476&cid=0#144944450656
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	原子组成分子是怎样靠电子形成共价键的？怎样将两个原子链接起来的？电是怎样从带正电的质子和带负电的电子得来的？导体中可移动的电子从哪里得来？	2022年08月01日 15时21分53秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144947116582&cid=0#144947116582
民科	用《雷氏电磁粒子创新理论》取代错误的《原子理论》（原创）	谢谢理解肯定！	2022年08月01日 15时11分10秒	https://tieba.baidu.com/p/7954111220?fid=1053345&pid=144947116582&cid=0#144947005286
最爱春雷	任何一个数乘以或除以0和乘以或除以1有什么区别？	错误的！	2022年08月01日 15时05分11秒	https://tieba.baidu.com/p/7951208998?fid=27779526&pid=144946942896&cid=0#144946942896
最爱春雷	雷老师，雷老师	造谣可耻！无知无赖！	2022年08月01日 14时47分58秒	https://tieba.baidu.com/p/7954570757?fid=27779526&pid=144946768460&cid=0#144946768460
最爱春雷	雷老师，雷老师	回复 @ :你不配讨论！看明白了再来！	2022年08月01日 14时46分38秒	https://tieba.baidu.com/p/7954523509?fid=27779526&pid=144946754386&cid=0#144946754386
最爱春雷	雷老师，雷老师	解释过了： 放射性物质：就是物质的部分电磁粒子SN极解体后的对外发射。	2022年08月01日 13时49分36秒	https://tieba.baidu.com/p/7954523509?fid=27779526&pid=144946754386&cid=0#144946182156
最爱春雷	雷老狗复活了？	管理的素质水平太差！	2022年08月01日 13时51分08秒	https://tieba.baidu.com/p/7954396132?fid=27779526&pid=144946196963&cid=0#144946196963
最爱春雷	雷老狗复活了？	没有管理人员知道这是人渣表现吗？	2022年08月01日 13时17分40秒	https://tieba.baidu.com/p/7954396132?fid=27779526&pid=144946196963&cid=0#144945859470
最爱春雷	岂怕疯癫雷公？	这就是楼主无知无赖表现！	2022年08月01日 13时18分45秒	https://tieba.baidu.com/p/7954141183?fid=27779526&pid=144945870518&cid=0#144945870518
最爱春雷	雷绍武826，敢不敢回川大对李言荣校长说这话？	无知无赖表现！你把李言荣校长请出来啊！	2022年08月01日 12时47分21秒	https://tieba.baidu.com/p/7946364740?fid=27779526&pid=144945546671&cid=0#144945546671
最爱春雷	雷绍武826，敢不敢回川大对李言荣校长说这话？	谢谢理解肯定！	2022年08月01日 12时44分45秒	https://tieba.baidu.com/p/7946364740?fid=27779526&pid=144945546671&cid=0#144945519943
最爱春雷	雷绍武826，敢不敢回川大对李言荣校长说这话？	无知无德的无理取闹！	2022年08月01日 12时43分19秒	https://tieba.baidu.com/p/7946364740?fid=27779526&pid=144945546671&cid=0#144945504981
最爱春雷	雷绍武826，敢不敢回川大对李言荣校长说这话？	回复 @ :无数专家学者和吧友是怎样一条一条地反驳的？举一条例子出来看看？	2022年08月01日 11时04分27秒	https://tieba.baidu.com/p/7946364740?fid=27779526&pid=144945546671&cid=0#144944491983
最爱春雷	雷绍武826，敢不敢回川大对李言荣校长说这话？	回复 @ :这就是无知无德的人渣表现！有本事就一条一条的反驳！你的狂吠掩盖不了你的畏惧和心虚！	2022年08月01日 10时40分00秒	https://tieba.baidu.com/p/7946364740?fid=27779526&pid=144945546671&cid=0#144944239131
最爱春雷	第24天了，雷绍武没有能力看明白5×0=5×（1-1）=5×1-5×1=5-5=0	楼主的5万元哪里去了？	2022年08月01日 10时57分33秒	https://tieba.baidu.com/p/7954093422?fid=27779526&pid=144944420331&cid=0#144944420331
最爱春雷	世界未解之谜———静止的雷绍武拥有多少运动力	楼主无知无赖无理取闹！ 说过几百次：运动力=0，物体静止。 运动力L=kmv。 km不是运动力！ 没有智商没关系，不要胡说八道！	2022年08月01日 10时55分59秒	https://tieba.baidu.com/p/7952822504?fid=27779526&pid=144944403969&cid=0#144944403969
最爱春雷	考考大家对雷氏数学掌握到什么程度了	回复 @ :层主人渣表现！	2022年08月01日 09时53分20秒	https://tieba.baidu.com/p/7952640574?fid=27779526&pid=144943772337&cid=0#144943772337
最爱春雷	考考大家对雷氏数学掌握到什么程度了	正确！	2022年08月01日 07时45分50秒	https://tieba.baidu.com/p/7952640574?fid=27779526&pid=144943772337&cid=0#144942759460
最爱春雷	考考大家对雷氏数学掌握到什么程度了	正确！	2022年08月01日 07时45分19秒	https://tieba.baidu.com/p/7952640574?fid=27779526&pid=144943772337&cid=0#144942756226
